CustomerID,transaction_count,frequency,monetary,avg_order_value,revenue_std,min_revenue,max_revenue,total_quantity,avg_quantity,recency,customer_lifetime,avg_days_between_purchases,purchase_rate,revenue_cv,future_revenue
17996.0,38,2,262.9,6.918421052631579,5.188141637981853,0.95,25.5,170,4.473684210526316,91,1,0.5,2.0,0.7499024486383316,219.43
14079.0,1,1,243.63,243.63,0.0,243.63,243.63,1,1.0,227,1,1.0,1.0,0.0,0.0
17009.0,11,1,242.06,22.005454545454544,18.767651618482457,3.4799999999999995,61.44,336,30.545454545454547,96,1,1.0,1.0,0.8528635810204397,0.0
12639.0,15,1,253.57999999999998,16.90533333333333,8.152922233922078,10.08,40.0,145,9.666666666666666,172,1,1.0,1.0,0.4822692100118031,572.69
15777.0,1,1,9.3,9.3,0.0,9.3,9.3,2,2.0,113,1,1.0,1.0,0.0,706.2
13473.0,49,6,2235.12,45.61469387755102,56.75456413739049,5.04,306.0,734,14.979591836734693,119,150,25.0,0.04,1.2442166781942432,0.0
16279.0,157,4,2749.94,17.515541401273886,9.216657745271183,1.25,50.400000000000006,1727,11.0,31,110,27.5,0.03636363636363636,0.5261988201176611,1445.56
12483.0,37,6,1353.1000000000001,36.57027027027027,21.574211262328728,8.5,80.0,540,14.594594594594595,93,129,21.5,0.046511627906976744,0.5899385077809757,1282.5
12770.0,16,1,1895.0,118.4375,27.908689089003563,71.03999999999999,159.0,1100,68.75,1,1,1.0,1.0,0.2356406446721935,0.0
16294.0,8,1,126.05000000000001,15.756250000000001,3.6423537817500065,10.5,22.5,54,6.75,21,1,1.0,1.0,0.2311688092395841,0.0
17366.0,76,1,485.99,6.394605263157895,10.680835602865475,0.55,76.32000000000001,281,3.6973684210526314,1,1,1.0,1.0,1.6702882340703928,610.25
13077.0,162,5,1514.55,9.349074074074073,9.545059195099691,0.85,82.80000000000001,1256,7.753086419753086,8,266,53.2,0.018796992481203006,1.0209629422667814,820.85
15291.0,111,19,6443.74,58.05171171171171,56.919855329048154,10.2,306.0,1806,16.27027027027027,0,282,14.842105263157896,0.0673758865248227,0.9805026013912039,2734.52
14295.0,46,3,1329.75,28.907608695652176,28.805778678343348,10.0,175.2,475,10.326086956521738,74,203,67.66666666666667,0.014778325123152709,0.9964773629372703,866.96
13113.0,143,7,3779.25,26.428321678321677,45.86961998979794,1.49,350.4,988,6.909090909090909,39,127,18.142857142857142,0.05511811023622047,1.7356235788441976,2600.52
13831.0,100,11,3388.27,33.8827,53.95642480265763,1.25,244.79999999999998,1284,12.84,52,222,20.181818181818183,0.04954954954954955,1.5924475679390977,1432.32
14327.0,56,3,945.32,16.880714285714287,8.012580076387348,7.800000000000001,53.1,743,13.267857142857142,175,71,23.666666666666668,0.04225352112676056,0.47465880093174645,637.96
16771.0,157,5,1720.79,10.96044585987261,11.88153179841967,0.55,108.16,825,5.254777070063694,2,274,54.8,0.01824817518248175,1.084037170228821,0.0
13293.0,53,4,857.59,16.180943396226414,9.458946368416546,6.6000000000000005,76.5,378,7.132075471698113,84,129,32.25,0.031007751937984496,0.5845731952841073,335.35
14936.0,61,2,1194.48,19.581639344262296,10.435037802251903,7.800000000000001,51.0,584,9.573770491803279,128,1,0.5,2.0,0.5328990635511044,3079.31
16992.0,106,4,1824.64,17.21358490566038,9.319477421347623,5.04,79.95,642,6.056603773584905,43,169,42.25,0.023668639053254437,0.5414024406316803,2037.55
12648.0,18,2,311.8,17.322222222222223,9.153852005355326,1.0,40.8,169,9.38888888888889,185,61,30.5,0.03278688524590164,0.5284455631314167,482.15
13707.0,28,1,720.5,25.732142857142858,20.927963811899364,10.2,91.80000000000001,318,11.357142857142858,81,1,1.0,1.0,0.813300435754018,1838.95
13878.0,71,3,1191.53,16.782112676056336,13.307373886629597,1.25,102.0,484,6.816901408450704,92,57,19.0,0.05263157894736842,0.7929498121333619,0.0
13739.0,3,1,75.3,25.099999999999998,17.23455830591547,15.0,45.0,22,7.333333333333333,72,1,1.0,1.0,0.6866357617242912,0.0
15203.0,155,7,1937.45,12.499677419354839,5.61598662208359,5.04,30.599999999999998,1918,12.374193548387098,28,248,35.42857142857143,0.028225806451612902,0.4492904884166976,634.93
16891.0,244,6,1014.86,4.159262295081967,3.0312934853446065,0.06,17.700000000000003,399,1.6352459016393444,23,257,42.833333333333336,0.023346303501945526,0.728805384580701,232.26
18102.0,465,70,134982.28,290.28447311827955,213.67674035299,1.7,840.0,74088,159.32903225806453,15,269,3.842857142857143,0.26022304832713755,0.7360942778700769,8844.23
13548.0,63,1,226.57999999999998,3.5965079365079364,2.5768599037676987,0.65,11.850000000000001,124,1.9682539682539681,16,1,1.0,1.0,0.7164892258740567,0.0
17612.0,149,9,2384.46,16.00308724832215,5.623824669920994,6.959999999999999,47.400000000000006,1184,7.946308724832215,1,266,29.555555555555557,0.03383458646616541,0.35142121212201816,961.95
17686.0,72,1,1294.8700000000001,17.984305555555558,8.588032752220276,5.04,51.0,526,7.305555555555555,78,1,1.0,1.0,0.4775292684035868,1262.48
15428.0,21,2,381.72,18.177142857142858,6.445067992548367,5.04,35.400000000000006,130,6.190476190476191,182,85,42.5,0.023529411764705882,0.3545698952047257,287.25
17093.0,13,1,235.88,18.144615384615385,9.616333860836829,7.800000000000001,47.7,114,8.76923076923077,137,1,1.0,1.0,0.5299827594586353,0.0
13201.0,88,4,1240.6100000000001,14.09784090909091,12.7525245144497,0.85,81.6,1039,11.806818181818182,47,141,35.25,0.028368794326241134,0.9045728131073956,0.0
12727.0,51,2,1293.75,25.36764705882353,19.58505497446819,5.04,90.0,558,10.941176470588236,92,107,53.5,0.018691588785046728,0.7720485134866887,405.08000000000004
18217.0,9,2,323.29,35.92111111111112,26.424943918788383,4.2,76.32000000000001,249,27.666666666666668,58,13,6.5,0.15384615384615385,0.7356382463062613,0.0
17491.0,47,4,1157.51,24.627872340425533,14.062235572187541,7.800000000000001,70.80000000000001,649,13.808510638297872,33,103,25.75,0.038834951456310676,0.5709886264968328,1264.69
12932.0,95,8,1698.56,17.87957894736842,14.556629762194088,7.800000000000001,101.76,1609,16.936842105263157,84,129,16.125,0.06201550387596899,0.8141483080164076,0.0
16823.0,75,3,936.08,12.481066666666667,12.033528449916714,0.42,61.199999999999996,423,5.64,7,276,92.0,0.010869565217391304,0.9641425534495578,965.63
17496.0,62,3,1141.84,18.416774193548385,10.839543541020708,5.04,79.95,596,9.612903225806452,108,131,43.666666666666664,0.022900763358778626,0.5885690316086352,0.0
15080.0,20,1,361.35,18.067500000000003,5.5230444264773135,10.2,35.400000000000006,173,8.65,46,1,1.0,1.0,0.30568944905426115,184.9
13722.0,71,3,1887.0,26.577464788732396,12.106661179262295,10.5,76.5,1175,16.549295774647888,45,146,48.666666666666664,0.02054794520547945,0.4555235354453905,1373.0
14545.0,23,1,349.25,15.184782608695652,6.6035017360386625,10.5,40.5,236,10.26086956521739,219,1,1.0,1.0,0.43487624889544885,0.0
13819.0,65,3,1502.0,23.107692307692307,12.347321416155253,8.5,59.400000000000006,1200,18.46153846153846,214,69,23.0,0.043478260869565216,0.5343381207177853,0.0
13474.0,62,1,365.05,5.887903225806451,4.456631874253511,1.1,22.95,173,2.7903225806451615,40,1,1.0,1.0,0.7569131058077117,69.15
16177.0,89,5,1644.61,18.47876404494382,6.3662035247620326,6.6000000000000005,35.7,813,9.134831460674157,7,185,37.0,0.02702702702702703,0.34451455545206794,270.75
17135.0,85,2,372.35,4.380588235294118,3.924591684233556,0.55,25.5,255,3.0,33,91,45.5,0.02197802197802198,0.8959049738362548,442.08
17683.0,43,2,683.23,15.88906976744186,9.204598440312187,5.04,59.400000000000006,643,14.953488372093023,56,43,21.5,0.046511627906976744,0.5793037601149867,135.78
18272.0,60,3,1307.4,21.790000000000003,10.378377457197626,12.600000000000001,70.80000000000001,830,13.833333333333334,93,98,32.666666666666664,0.030612244897959183,0.47629082060150546,0.0
12443.0,21,1,485.31,23.11,23.904962037200562,7.800000000000001,120.0,182,8.666666666666666,277,1,1.0,1.0,1.0343990048810712,0.0
18001.0,35,2,293.6,8.38857142857143,7.253367227326476,0.85,22.5,216,6.171428571428572,91,191,95.5,0.010471204188481676,0.8646724206161169,243.01
14799.0,10,1,180.45,18.044999999999998,10.234865520475696,3.75,30.0,349,34.9,282,1,1.0,1.0,0.5671856444051012,0.0
18260.0,123,8,3970.96,32.28422764227642,51.31932387797035,6.6000000000000005,295.0,1906,15.495934959349594,0,270,33.75,0.02962962962962963,1.5896097269850005,3347.9500000000003
13277.0,11,2,153.5,13.954545454545455,14.938247128519707,0.55,33.0,122,11.090909090909092,15,70,35.0,0.02857142857142857,1.0704932028553196,111.4
15248.0,99,2,1690.38,17.074545454545454,6.494291256475428,4.5600000000000005,49.75,1012,10.222222222222221,21,58,29.0,0.034482758620689655,0.3803492686475761,203.55
12450.0,11,1,148.42000000000002,13.492727272727274,4.614026638217624,5.04,22.95,110,10.0,19,1,1.0,1.0,0.34196394865106067,341.90000000000003
16470.0,136,5,878.0,6.455882352941177,6.520039703422426,0.42,49.5,420,3.088235294117647,32,242,48.4,0.02066115702479339,1.0099376563939961,818.21
16655.0,257,5,1658.5,6.453307392996109,5.452534491206515,0.55,42.0,1179,4.587548638132295,39,183,36.6,0.0273224043715847,0.84492080017813,1095.35
14744.0,72,4,1137.7,15.801388888888889,17.807516477999982,0.42,103.8,514,7.138888888888889,108,8,2.0,0.5,1.126958869012007,1647.4
15260.0,274,17,5317.05,19.40529197080292,12.15569222946371,6.8,81.6,2516,9.182481751824817,7,271,15.941176470588236,0.06273062730627306,0.6264111677032183,2060.41
15369.0,59,11,6251.26,105.9535593220339,102.03105196311076,13.200000000000001,534.6,3288,55.728813559322035,37,240,21.818181818181817,0.04583333333333333,0.9629789848778926,0.0
16166.0,12,1,239.84,19.986666666666668,9.389135242718606,5.04,32.849999999999994,88,7.333333333333333,236,1,1.0,1.0,0.4697699185931631,195.99
14378.0,9,1,131.25,14.583333333333334,3.4392041230494,12.600000000000001,23.25,57,6.333333333333333,166,1,1.0,1.0,0.23583112369496753,0.0
13891.0,24,1,398.4,16.599999999999998,7.501840353916642,9.95,47.6,196,8.166666666666666,127,1,1.0,1.0,0.4519180663854564,465.16
13111.0,12,1,321.88000000000005,26.823333333333338,34.04955194828249,10.08,130.8,180,15.0,263,1,1.0,1.0,1.2694004229731104,0.0
12402.0,39,3,725.25,18.596153846153847,5.0013469845551635,10.2,35.400000000000006,347,8.897435897435898,66,149,49.666666666666664,0.020134228187919462,0.268945221521941,306.05
15191.0,35,3,588.05,16.80142857142857,5.315314800514775,10.2,30.0,287,8.2,8,226,75.33333333333333,0.01327433628318584,0.31636086547978376,0.0
13299.0,21,1,351.18,16.722857142857144,3.6770397643446056,10.2,25.5,106,5.0476190476190474,73,1,1.0,1.0,0.21988105938189664,725.02
17065.0,12,2,194.7,16.224999999999998,20.481338512722434,3.3000000000000003,59.699999999999996,82,6.833333333333333,182,1,0.5,2.0,1.262332033922367,0.0
15455.0,2,1,38.25,19.125,9.015611460128481,12.75,25.5,3,1.5,142,1,1.0,1.0,0.4714044961424306,0.0
14219.0,25,1,395.64,15.8256,6.83663908656878,5.04,30.0,238,9.52,38,1,1.0,1.0,0.43199870175981187,148.25
17692.0,91,5,1612.06,17.714945054945055,8.485248162890489,5.9,47.2,1264,13.89010989010989,3,83,16.6,0.060240963855421686,0.47898808929885883,622.8
16551.0,44,3,961.44,21.85090909090909,17.194081975153182,3.3600000000000003,119.39999999999999,796,18.09090909090909,162,109,36.333333333333336,0.027522935779816515,0.7868817318646444,353.56
15430.0,36,2,954.75,26.520833333333332,18.530998643200146,10.2,76.5,309,8.583333333333334,12,61,30.5,0.03278688524590164,0.6987336224150771,0.0
14521.0,17,1,199.45000000000002,11.732352941176472,5.627024668299141,1.92,19.799999999999997,211,12.411764705882353,36,1,1.0,1.0,0.4796160000381719,0.0
12408.0,10,1,194.1,19.41,5.5408483105026445,6.3,25.200000000000003,100,10.0,43,1,1.0,1.0,0.2854635767665671,1258.12
13943.0,15,1,246.54,16.436,2.984356355588732,12.75,23.25,94,6.266666666666667,122,1,1.0,1.0,0.18157435957741372,0.0
12745.0,23,3,925.41,40.235217391304346,42.61874980777669,10.08,201.56,468,20.347826086956523,31,196,65.33333333333333,0.015306122448979591,1.0592399274012012,0.0
17227.0,46,4,599.0,13.021739130434783,25.105210729987938,0.85,117.0,622,13.521739130434783,71,168,42.0,0.023809523809523808,1.9279459180199214,483.71000000000004
17920.0,822,31,18206.72,22.149294403892945,42.2880337366149,0.29,375.0,9141,11.120437956204379,43,236,7.612903225806452,0.13135593220338984,1.9092270415600843,2105.64
12831.0,13,2,236.06,18.158461538461538,4.29795658065909,10.2,25.5,168,12.923076923076923,8,1,0.5,2.0,0.23669165666176664,0.0
14616.0,1,1,42.5,42.5,0.0,42.5,42.5,50,50.0,93,1,1.0,1.0,0.0,79.2
18234.0,30,1,179.6,5.986666666666666,5.312184000067648,0.55,25.5,80,2.6666666666666665,96,1,1.0,1.0,0.8873357092536647,0.0
14994.0,119,2,346.65,2.9130252100840335,2.187405612344996,0.21,11.9,213,1.7899159663865547,133,35,17.5,0.05714285714285714,0.7509048853638344,613.98
16388.0,13,1,186.05,14.311538461538463,4.530505575455213,6.2,20.4,83,6.384615384615385,198,1,1.0,1.0,0.31656311940659615,0.0
13941.0,35,7,3703.54,105.81542857142857,138.7402568988891,2.55,612.0,1562,44.628571428571426,89,179,25.571428571428573,0.03910614525139665,1.3111533682829808,2305.8
14770.0,145,6,2761.2200000000003,19.04289655172414,10.5021011070564,5.04,76.5,1108,7.641379310344828,12,185,30.833333333333332,0.032432432432432434,0.5514970123916642,0.0
16718.0,133,4,2400.03,18.045338345864664,15.56005436175322,0.21,109.5,1517,11.406015037593985,134,145,36.25,0.027586206896551724,0.8622755196520601,623.75
12933.0,27,1,155.79,5.77,4.80468441291333,0.84,24.75,67,2.4814814814814814,274,1,1.0,1.0,0.8327007937976667,923.71
12379.0,18,1,367.48,20.415555555555557,10.851321536336823,8.5,45.0,163,9.055555555555555,79,1,1.0,1.0,0.5315222000834418,400.5
17497.0,3,1,204.60000000000002,68.2,41.91992366405264,19.799999999999997,93.0,44,14.666666666666666,155,1,1.0,1.0,0.6146616282901908,82.65
17785.0,16,1,115.25,7.203125,11.083613561620295,0.65,42.5,68,4.25,110,1,1.0,1.0,1.5387227103371917,156.19
15115.0,14,1,191.74,13.695714285714287,2.4555203562137744,8.5,17.85,88,6.285714285714286,277,1,1.0,1.0,0.17929113631436808,0.0
17426.0,57,3,1221.05,21.421929824561403,16.8755665977468,10.08,92.16,1025,17.982456140350877,155,50,16.666666666666668,0.06,0.7877705672729579,1819.46
16412.0,37,2,194.04,5.2443243243243245,7.428116458033901,0.85,44.25,106,2.864864864864865,154,64,32.0,0.03125,1.416410309936471,301.36
14794.0,9,1,121.59,13.51,4.142662187531106,5.04,17.700000000000003,60,6.666666666666667,32,1,1.0,1.0,0.30663670472941534,512.4
14988.0,62,2,506.42,8.168064516129032,7.4553784829234715,1.25,34.0,428,6.903225806451613,129,18,9.0,0.1111111111111111,0.9127471453555,1225.64
16099.0,25,3,682.9,27.316,17.91352910512052,10.2,58.5,438,17.52,44,148,49.333333333333336,0.02027027027027027,0.6557888581538901,158.4
15665.0,115,2,1263.06,10.983130434782609,11.057498001095954,0.42,60.0,864,7.51304347826087,19,161,80.5,0.012422360248447204,1.0067709802759743,510.05
17584.0,89,4,4067.12,45.697977528089886,42.6728494739543,6.6000000000000005,238.79999999999998,2006,22.53932584269663,12,217,54.25,0.018433179723502304,0.9338016876988097,0.0
12726.0,17,2,536.88,31.581176470588236,15.127512139456767,15.600000000000001,60.0,579,34.05882352941177,92,78,39.0,0.02564102564102564,0.4790040571965729,868.62
15677.0,23,1,340.65,14.81086956521739,5.507576527792072,10.2,33.9,243,10.565217391304348,8,1,1.0,1.0,0.3718604185716367,307.75
13830.0,11,1,156.85000000000002,14.259090909090911,4.519281922043489,6.6000000000000005,18.95,47,4.2727272727272725,126,1,1.0,1.0,0.31694037396324043,0.0
17526.0,51,6,1910.2,37.45490196078431,36.17009473985651,9.899999999999999,175.2,944,18.50980392156863,21,246,41.0,0.024390243902439025,0.9656971953105042,1059.94
16770.0,52,1,174.46,3.355,2.2219541831812966,0.85,11.8,225,4.326923076923077,19,1,1.0,1.0,0.6622812282861604,987.57
16283.0,250,2,1495.38,5.981520000000001,6.043471376179324,0.55,47.7,838,3.352,72,123,61.5,0.016260162601626018,1.010356960408452,1337.63
13778.0,35,3,945.79,27.02257142857143,26.962455742455393,9.75,152.64000000000001,441,12.6,36,75,25.0,0.04,0.9977753159409622,0.0
15717.0,11,3,304.90000000000003,27.718181818181822,11.362642138324887,17.0,53.1,94,8.545454545454545,37,101,33.666666666666664,0.0297029702970297,0.40993459826924616,151.8
12410.0,14,1,320.38,22.884285714285713,17.8010564571042,10.08,80.0,130,9.285714285714286,47,1,1.0,1.0,0.7778724624172679,0.0
14877.0,32,1,206.7,6.459375,4.8696796857632725,0.85,19.9,97,3.03125,187,1,1.0,1.0,0.7538932066755787,230.3
13418.0,135,8,3545.64,26.264,29.194183283865648,5.04,232.0,2457,18.2,17,256,32.0,0.03125,1.1115664853906169,2560.53
13793.0,7,1,96.0,13.714285714285714,4.280353790451039,10.5,19.5,52,7.428571428571429,191,1,1.0,1.0,0.31210910779576584,0.0
16788.0,230,2,810.92,3.5257391304347823,3.294973427507691,0.55,29.5,426,1.8521739130434782,95,121,60.5,0.01652892561983471,0.934548011370698,541.9
